"ChEMBL ID;    ""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""Polar Surface Area"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX Acidic pKa"";""CX Basic pKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA (Lipinski)"";""HBD (Lipinski)"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Np Likeness Score"";""Molecular Species"";""Molecular Formula"";""Smiles"";""Inchi Key""",,,,,,,,,,,,,
"CHEMBL1346;""DARIFENACIN"";""DARIFENACIN|DARIFENACIN EXTENDED RELEASE|Darifenacin|Enablex|UK-88525"";""Small molecule"";""4.0"";""426.56"";""35"";""121"";""3.96"";""55.56"";""3"";""1"";""0"";""7"";""N"";""0.62"";""None"";""10.11"";""4.54"";""1.90"";""3"";""MOL"";""0"";""32"";""4"";""2"";""0"";""426.2307"";""-0.56"";""BASE"";""C28H30N2O2"";""NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1"";""HXGBXQDTNZMWGS-RUZDIDTESA-N""",,,,,,,,,,,,,
"CHEMBL1201320;""ESOMEPRAZOLE"";""A02BC05|EMOZUL|ESOMEPRAZOLE|INEXIUM PARANOVA|NEXIUM|NEXIUM CONTROL|NEXIUM I.V.|OMEPRAZOLE S-FORM|OMEPRAZOLE"," (S)-|VENTRA"";""Small molecule"";""4.0"";""345.42"";""12"";""45"";""2.90"";""83.09"";""5"";""1"";""0"";""5"";""N"";""0.72"";""9.68"";""4.77"";""2.43"";""2.43"";""3"";""MOL"";""0"";""24"";""6"";""1"";""0"";""345.1147"";""-0.69"";""NEUTRAL"";""C17H19N3O3S"";""COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1"";""SUBDBMMJDZJVOS-DEOSSOPVSA-N""",,,,,,,,,,,,
"CHEMBL2147777;""TENELIGLIPTIN"";""MP-513|TENELIGLIPTIN"";""Small molecule"";""3.0"";""426.59"";""9"";""26"";""1.57"";""56.64"";""7"";""1"";""0"";""4"";""N"";""0.80"";""None"";""9.38"";""1.42"";""-0.54"";""2"";""MOL"";""0"";""30"";""7"";""1"";""0"";""426.2202"";""-1.42"";""BASE"";""C22H30N6OS"";""Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1"";""WGRQANOPCQRCME-PMACEKPBSA-N""",,,,,,,,,,,,,
"CHEMBL227875;""PRETOMANID"";""PA 824|PA-824|PA824|PRETOMANID"";""Small molecule"";""4.0"";""359.26"";""57"";""518"";""2.67"";""88.65"";""7"";""0"";""0"";""5"";""N"";""0.60"";""None"";""None"";""4.14"";""4.14"";""2"";""MOL"";""0"";""25"";""8"";""0"";""0"";""359.0729"";""-0.63"";""NEUTRAL"";""C14H12F3N3O5"";""O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2"";""ZLHZLMOSPGACSZ-NSHDSACASA-N""",,,,,,,,,,,,,
"CHEMBL809;""SERTRALINE"";""SERTRALINE|Sertraline"";""Small molecule"";""4.0"";""306.24"";""192"";""992"";""5.18"";""12.03"";""1"";""1"";""1"";""2"";""N"";""0.81"";""None"";""9.56"";""5.15"";""3.02"";""2"";""MOL"";""0"";""20"";""1"";""1"";""1"";""305.0738"";""0.12"";""BASE"";""C17H17Cl2N"";""CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21"";""VGKDLMBJGBXTGI-SJCJKPOMSA-N""",,,,,,,,,,,,,
"CHEMBL1615209;""DEXRABEPRAZOLE"";""DEXRABEPRAZOLE|RABEPRAZOLE"," (R)-"";""Small molecule"";""-1.0"";""359.45"";""1"";""1"";""2.99"";""83.09"";""5"";""1"";""0"";""8"";""N"";""0.49"";""9.35"";""4.24"";""2.09"";""2.09"";""3"";""MOL"";""0"";""25"";""6"";""1"";""0"";""359.1304"";""-0.57"";""NEUTRAL"";""C18H21N3O3S"";""COCCCOc1ccnc(C[S@@+]([O-])c2nc3ccccc3[nH]2)c1C"";""YREYEVIYCVEVJK-RUZDIDTESA-N""",,,,,,,,,,,,
"CHEMBL1697771;""REBAMIPIDE"";""MUCOSTA|NSC-758955|OPC-12759|PROAMIPIDE|REBAMIPIDE|REBATOR"";""Small molecule"";""3.0"";""370.79"";""8"";""19"";""2.61"";""99.26"";""3"";""3"";""0"";""5"";""N"";""0.64"";""3.52"";""None"";""2.76"";""-0.61"";""3"";""MOL"";""0"";""26"";""6"";""3"";""0"";""370.0720"";""-0.61"";""ACID"";""C19H15ClN2O4"";""O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1"";""ALLWOAVDORUJLA-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2109152;""MINERAL OIL"";""ALPHA KERI|ASHBOURNE EMOLLIENT|AVEENO|Balneol|DERMALO|DOUBLEBASE|E-905D|EMMOLATE|EMULSIDERM|GPPE EMOLLIENT|HEAVY LIQUID PETROLATUM|INS NO.905D|INS-905D|LACRI-LUBE|LIQ PARAF LIGHT|LIQUID PARAFFIN|LIQUID PETROLATUM|LUBRI-TEARS|MINERAL OIL|MINERAL OIL", HEAVY|MINERAL OIL,HEAVY|MINERAL OIL,REFINED|Neo-Cultol|Nujol|OILATUM JNR|PARAFFIN, LIQUID|PARAFFINUM LIQUIDUM|PETROLAGAR|PETROLATUM," LIQUID|RAE'S|ZEROLATUM|ZEROLATUM PLUS"";""Small molecule"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,
"CHEMBL1096;""AMLEXANOX"";""AA-673|AMLEXANOX|AMOXANOX|APHTHEAL|Aphthasol|CHX 3673|CHX-3673|ELICS|SOLFA"";""Small molecule"";""4.0"";""298.30"";""43"";""97"";""2.75"";""106.42"";""5"";""2"";""0"";""2"";""N"";""0.70"";""4.31"";""1.87"";""3.65"";""0.69"";""3"";""MOL"";""0"";""22"";""6"";""3"";""0"";""298.0954"";""-0.11"";""ACID"";""C16H14N2O4"";""CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1"";""SGRYPYWGNKJSDL-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2108594;""EPTOTERMIN ALFA"";""BMP-7|BONE MORPHOGENETIC PROTEIN 7|EPTOTERMIN ALFA|HBMP7|OPGENRA|OSIGRAFT|OSTEOGENIC PROTEIN 1|RH-POLYPEPTIDE-52"";""Protein"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL2040682;""CICLESONIDE"";""ALVESCO|ALVESCO 160|ALVESCO 80|BI54903|CICLESONIDE|Omnaris|RPR-251526|RPR251526|ZETONNA"";""Small molecule"";""4.0"";""540.70"";""11"";""38"";""4.70"";""99.13"";""7"";""1"";""1"";""5"";""N"";""0.50"";""None"";""None"";""5.32"";""5.32"";""0"";""MOL"";""0"";""39"";""7"";""1"";""1"";""540.3087"";""1.94"";""NEUTRAL"";""C32H44O7"";""CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C"";""LUKZNWIVRBCLON-GXOBDPJESA-N""",,,,,,,,,,,,,
"CHEMBL2108942;""CALCIUM SILICATE"";""CALCAREA SILICATA|CALCIUM SILICATE|E-552|HUBERDERM 1000|INS NO.552|INS-552|SILICIC ACID"," CALCIUM SALT"";""Unknown"";""-1.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,
"CHEMBL1201626;""CHYMOPAPAIN"";""BAX 1526|BAX-1526|CHYMOPAPAIN|Chymodiactin|Discase|NSC-107079"";""Unknown"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL1481;""GLIMEPIRIDE"";""Amaryl|GLIMEPIRIDE|HOE 490|HOE-490|NIDDARYL|NSC-759809"";""Small molecule"";""4.0"";""490.63"";""145"";""867"";""3.07"";""124.68"";""5"";""3"";""0"";""7"";""N"";""0.54"";""4.32"";""None"";""3.12"";""2.18"";""1"";""MOL"";""0"";""34"";""9"";""3"";""0"";""490.2250"";""-0.88"";""ACID"";""C24H34N4O5S"";""CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O"";""WIGIZIANZCJQQY-RUCARUNLSA-N""",,,,,,,,,,,,,
"CHEMBL651;""METHADONE"";""Amidone|DIAMINON|DL-METHADONE|DOLOPHIN|Dolophine|HEPTADONE|Heptadon|IDS-NM-002|METASEDIN|METHADONE|Methadone|Methadose|PHENADONE|Phy|Physeptone|Symoron|Westadone"";""Small molecule"";""4.0"";""309.45"";""28"";""131"";""4.29"";""20.31"";""2"";""0"";""0"";""7"";""N"";""0.76"";""None"";""9.12"";""5.01"";""3.29"";""2"";""MOL"";""0"";""23"";""2"";""0"";""0"";""309.2093"";""-0.20"";""BASE"";""C21H27NO"";""CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1"";""USSIQXCVUWKGNF-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1512580;""XALIPRODEN"";""SR 57746|SR-57746|XALIPRODEN"";""Small molecule"";""3.0"";""381.44"";""4"";""5"";""6.19"";""3.24"";""1"";""0"";""1"";""4"";""N"";""0.52"";""None"";""8.96"";""6.23"";""4.66"";""3"";""MOL"";""0"";""28"";""1"";""0"";""1"";""381.1704"";""-0.80"";""BASE"";""C24H22F3N"";""FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1"";""WJJYZXPHLSLMGE-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL4298033;""MEDI-7247"";""ANTIBODY-DRUG CONJUGATE MEDI7247|MEDI-7247|MEDI7247"";""Unknown"";""1.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL611;""TERAZOSIN"";""Hytrin|TERAZOSABB|TERAZOSIN|Terazosin"";""Small molecule"";""4.0"";""387.44"";""160"";""910"";""1.06"";""103.04"";""8"";""1"";""0"";""4"";""N"";""0.83"";""None"";""7.24"";""1.18"";""0.95"";""2"";""MOL"";""0"";""28"";""9"";""2"";""0"";""387.1907"";""-0.89"";""NEUTRAL"";""C19H25N5O4"";""COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC"";""VCKUSRYTPJJLNI-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL60889;""MOSAPRIDE"";""MOSAPRIDE|MOSART"";""Small molecule"";""3.0"";""421.90"";""119"";""824"";""3.09"";""76.82"";""5"";""2"";""0"";""7"";""N"";""0.67"";""None"";""5.98"";""2.75"";""2.73"";""2"";""MOL"";""0"";""29"";""6"";""3"";""0"";""421.1568"";""-1.83"";""NEUTRAL"";""C21H25ClFN3O3"";""CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1"";""YPELFRMCRYSPKZ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1574;""PHENTERMINE"";""DUROMINE|Ionamin|NSC-759163|PHENTERMINE|PHENTERMINE RESIN|PHENTERMINE RESIN 30|PHENTERMINE RESIN COMPLEX|Phentermine|QSIVA"";""Small molecule"";""4.0"";""149.24"";""31"";""52"";""1.97"";""26.02"";""1"";""1"";""0"";""2"";""Y"";""0.68"";""None"";""10.25"";""2.08"";""-0.55"";""1"";""MOL"";""0"";""11"";""1"";""2"";""0"";""149.1204"";""0.11"";""BASE"";""C10H15N"";""CC(C)(N)Cc1ccccc1"";""DHHVAGZRUROJKS-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL4297528;""RISDIPLAM"";""Evrysdi|RG-7916|RG7916|RISDIPLAM|RO-7034067|RO7034067"";""Small molecule"";""4.0"";""401.47"";""7"";""59"";""1.96"";""79.83"";""8"";""1"";""0"";""2"";""N"";""0.55"";""None"";""8.70"";""1.18"";""-0.14"";""4"";""MOL"";""0"";""30"";""8"";""1"";""0"";""401.1964"";""-1.31"";""BASE"";""C22H23N7O"";""Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1"";""ASKZRYGFUPSJPN-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL15245;""YOHIMBINE"";""YOHIMBINE|YOHIMBINUM|Yohimbine"";""Small molecule"";""4.0"";""354.45"";""176"";""583"";""2.65"";""65.56"";""4"";""2"";""0"";""1"";""N"";""0.77"";""None"";""7.22"";""2.10"";""1.88"";""2"";""MOL"";""0"";""26"";""5"";""2"";""0"";""354.1943"";""1.17"";""NEUTRAL"";""C21H26N2O3"";""COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O"";""BLGXFZZNTVWLAY-SCYLSFHTSA-N""",,,,,,,,,,,,,
"CHEMBL1115;""PYRIDOSTIGMINE"";""Mestinon|PYRIDOSTIGMINE|PYRIDOSTIGMINE CATION|PYRIDOSTIGMINE ION|Pyridostigmine|Regonol"";""Small molecule"";""4.0"";""181.22"";""31"";""86"";""0.57"";""33.42"";""2"";""0"";""0"";""1"";""Y"";""0.59"";""None"";""None"";""-3.47"";""-3.47"";""1"";""MOL"";""0"";""13"";""4"";""0"";""0"";""181.0972"";""-0.29"";""NEUTRAL"";""C9H13N2O2+"";""CN(C)C(=O)Oc1ccc[n+](C)c1"";""RVOLLAQWKVFTGE-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1256391;""PIRFENIDONE"";""AMR-69|ESBRIET|NSC-748456|PIRESPA|PIRFENIDONE"";""Small molecule"";""4.0"";""185.23"";""40"";""166"";""2.15"";""22.00"";""2"";""0"";""0"";""1"";""Y"";""0.67"";""None"";""None"";""2.14"";""2.14"";""2"";""MOL"";""0"";""14"";""2"";""0"";""0"";""185.0841"";""-1.10"";""NEUTRAL"";""C12H11NO"";""Cc1ccc(=O)n(-c2ccccc2)c1"";""ISWRGOKTTBVCFA-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL193482;""ESTRIOL"";""16.ALPHA.","17.BETA.-ESTRIOL|16.ALPHA.-HYDROXYESTRADIOL|AACIFEMINE|COLPOGYN|ESTRIOL|ESTRIOL ACETATE BENZOATE|ESTRIOL PROPIONATE|ESTRIOL SUCCINATE|Estriol|GYNEST|INCURIN|NSC-12169|OESTRIOL|ORTHO-GYNEST|OVESTIN|TRIHYDROXYESTRIN|Theelol"";""Small molecule"";""4.0"";""288.39"";""149"";""911"";""2.58"";""60.69"";""3"";""3"";""0"";""0"";""N"";""0.69"";""10.33"";""None"";""2.67"";""2.67"";""1"";""MOL"";""0"";""21"";""3"";""3"";""0"";""288.1725"";""2.51"";""NEUTRAL"";""C18H24O3"";""C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O"";""PROQIPRRNZUXQM-ZXXIGWHRSA-N""",,,,,,,,,,,,
"CHEMBL1201286;""OXYPHENONIUM"";""OXYPHENONIUM|OXYPHENONIUM CATION|OXYPHENONIUM ION|Oxyphenonium"";""Small molecule"";""4.0"";""348.51"";""4"";""11"";""3.48"";""46.53"";""3"";""1"";""0"";""8"";""N"";""0.58"";""11.53"";""None"";""-0.20"";""-0.20"";""1"";""MOL"";""0"";""25"";""4"";""1"";""0"";""348.2533"";""0.09"";""NEUTRAL"";""C21H34NO3+"";""CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1"";""GFRUPHOKLBPHTQ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL864;""CARBINOXAMINE"";""CARBINOXAMINE|Carbinoxamine|Clistin|Palgic"";""Small molecule"";""4.0"";""290.79"";""13"";""37"";""3.40"";""25.36"";""3"";""0"";""0"";""6"";""N"";""0.82"";""None"";""8.87"";""3.27"";""1.79"";""2"";""MOL"";""0"";""20"";""3"";""0"";""0"";""290.1186"";""-1.33"";""BASE"";""C16H19ClN2O"";""CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1"";""OJFSXZCBGQGRNV-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL4297588;""ODEVIXIBAT"";""A-4250|A4250|AR-H064974|AZD-8294|AZD8294|BYLVAY|ODEVIXIBAT|ODEVIXIBAT SESQUIHYDRATE"";""Small molecule"";""4.0"";""740.94"";"""";"""";""5.88"";""174.37"";""9"";""5"";""2"";""17"";""N"";""0.11"";""3.40"";""None"";""6.28"";""2.87"";""3"";""MOL"";""0"";""51"";""12"";""5"";""3"";""740.2914"";""-0.59"";""ACID"";""C37H48N4O8S2"";""CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1"";""XULSCZPZVQIMFM-IPZQJPLYSA-N""",,,,,,,,,,,,,
"CHEMBL3707215;""ETANAUTINE"";""DIPHENHYDRAMINE MONOACEFYLLINATE|ETANAUTINE"";""Small molecule"";""-1.0"";""493.56"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""493.2325"";""None"";""None"";""C26H31N5O5"";""CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O"";""UFKLOBYBVCBTBP-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL43048;""MIDOMAFETAMINE"";""3",4-METHYLENEDIOXYMETAMPHETAMINE|3,"4-METHYLENEDIOXYMETHAMPHETAMINE|ECSTASY|MDMA|METHYLENEDIOXYMETAMPHETAMINE|METHYLENEDIOXYMETHAMFETAMINE|METHYLENEDIOXYMETHAMPHETAMINE|MIDOMAFETAMINE|Methylenedioxy Methamphetamine"";""Small molecule"";""3.0"";""193.25"";""14"";""90"";""1.57"";""30.49"";""3"";""1"";""0"";""3"";""Y"";""0.79"";""None"";""10.14"";""1.86"";""-0.76"";""1"";""MOL"";""0"";""14"";""3"";""1"";""0"";""193.1103"";""0.11"";""BASE"";""C11H15NO2"";""CNC(C)Cc1ccc2c(c1)OCO2"";""SHXWCVYOXRDMCX-UHFFFAOYSA-N""",,,,,,,,,,,
"CHEMBL1630578;""TIRILAZAD"";""TIRILAZAD|U 74006|U-74006"";""Small molecule"";""3.0"";""624.87"";""108"";""287"";""5.46"";""72.88"";""8"";""0"";""2"";""6"";""N"";""0.39"";""None"";""6.88"";""6.63"";""6.55"";""1"";""MOL"";""0"";""46"";""8"";""0"";""2"";""624.4152"";""0.53"";""NEUTRAL"";""C38H52N6O2"";""C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1"";""RBKASMJPSJDQKY-RBFSKHHSSA-N""",,,,,,,,,,,,,
"CHEMBL3039507;""SOTAGLIFLOZIN"";""LP-802034|LX-4211|LX4211|SAR-439954|SAR439954|SOTAGLIFLOZIN"";""Small molecule"";""4.0"";""424.95"";""7"";""35"";""3.17"";""79.15"";""6"";""3"";""0"";""6"";""N"";""0.66"";""12.47"";""None"";""3.73"";""3.73"";""2"";""MOL"";""0"";""28"";""5"";""3"";""0"";""424.1111"";""0.10"";""NEUTRAL"";""C21H25ClO5S"";""CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1"";""QKDRXGFQVGOQKS-CRSSMBPESA-N""",,,,,,,,,,,,,
"CHEMBL2146142;""ENVIOMYCIN"";""ENVIOMYCIN|ENVIOMYCIN SULFATE|TUBERACTINOMYCIN N"";""Protein"";""-1.0"";""685.70"";"""";"""";""-9.02"";""390.36"";""13"";""16"";""3"";""10"";""N"";""0.09"";""8.73"";""15.37"";""-12.01"";""-17.17"";""0"";""MOL"";""0"";""48"";""23"";""19"";""3"";""685.3256"";""1.04"";""BASE"";""C25H43N13O10"";""N=C1NCC[C@H]([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)C[C@@H](N)[C@H](O)CCN)CNC2=O)N1"";""HPWIIERXAFODPP-GHBBWTPBSA-N""",,,,,,,,,,,,,
"CHEMBL942;""BISACODYL"";""BIOLAX|BISACODYL|Bisacodyl|Correctol Tablets"," Caplets|DULCODOS|Dulcolax|ENTROLAX|EVAC-Q-TABS|Feen-a-Mint Tablets|MODANE|NSC-755914|SK-Bisacodyl|Theralax"";""Small molecule"";""4.0"";""361.40"";""217"";""629"";""4.11"";""65.49"";""5"";""0"";""0"";""5"";""N"";""0.51"";""None"";""4.08"";""3.61"";""3.61"";""3"";""MOL"";""0"";""27"";""5"";""0"";""0"";""361.1314"";""-0.36"";""NEUTRAL"";""C22H19NO4"";""CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1"";""KHOITXIGCFIULA-UHFFFAOYSA-N""",,,,,,,,,,,,
"CHEMBL2110700;""PENTHIENATE"";""PENTHIENATE|PENTHIENATE CATION|PENTHIENATE ION"";""Small molecule"";""-1.0"";""340.51"";""1"";""2"";""3.16"";""46.53"";""4"";""1"";""0"";""8"";""N"";""0.58"";""11.18"";""None"";""-0.73"";""-0.73"";""1"";""MOL"";""0"";""23"";""4"";""1"";""0"";""340.1941"";""-0.13"";""NEUTRAL"";""C18H30NO3S+"";""CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1"";""NEMLPWNINZELKP-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1623992;""PIPERIDOLATE"";""1087-A.N.|JB-305|PIPERIDOLATE"";""Small molecule"";""4.0"";""323.44"";""1"";""3"";""3.85"";""29.54"";""3"";""0"";""0"";""5"";""N"";""0.78"";""None"";""8.31"";""4.27"";""3.32"";""2"";""MOL"";""0"";""24"";""3"";""0"";""0"";""323.1885"";""-0.56"";""NEUTRAL"";""C21H25NO2"";""CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1"";""KTHVBAZBLKXIHZ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL3968962;"""";"""";""Small molecule"";"""";""427.57"";""6"";""6"";""4.67"";""79.46"";""4"";""3"";""0"";""11"";""N"";""0.36"";""12.45"";""None"";""4.67"";""4.67"";""2"";""MOL"";""-1"";""30"";""6"";""3"";""0"";""427.1930"";""-0.74"";""NEUTRAL"";""C23H29N3O3S"";""CCCC(=S)NCCCCC(NC(=O)Oc1ccccc1)C(=O)Nc1ccccc1"";""WGKXXIZEWYTERA-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL407;""FLUMAZENIL"";""ANEXATE|FLUMAZENIL|FLUMAZEPIL|Flumazepil|LANEXAT|MAZICON|Mazicon|NSC-759193|RO 15-1788/000|RO-15-1788|RO-151788|RO-151788000|RO-1722|RO-41-8157|Romazicon"";""Small molecule"";""4.0"";""303.29"";""199"";""704"";""1.77"";""64.43"";""5"";""0"";""0"";""2"";""N"";""0.79"";""None"";""2.87"";""1.39"";""1.39"";""2"";""MOL"";""0"";""22"";""6"";""0"";""0"";""303.1019"";""-0.63"";""NEUTRAL"";""C15H14FN3O3"";""CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2"";""OFBIFZUFASYYRE-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL3348932;""DESFESOTERODINE"";""5-HYDROXYMETHYLTOLTERODINE|DESFESOTERODINE|PNU-200577|SPM 7605"";""Small molecule"";""-1.0"";""341.50"";""3"";""6"";""4.53"";""43.70"";""3"";""2"";""0"";""8"";""N"";""0.74"";""9.58"";""10.82"";""3.43"";""1.57"";""2"";""MOL"";""0"";""25"";""3"";""2"";""0"";""341.2355"";""0.07"";""BASE"";""C22H31NO2"";""CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C"";""DUXZAXCGJSBGDW-HXUWFJFHSA-N""",,,,,,,,,,,,,
"CHEMBL1159717;""TULOBUTEROL"";""ATENOS|BERACHIN|BRELOMAX|BREMAX|CHLIBAMOL|HOKUNALIN|LOBUTEROL|NSC-758643|RESPACAL|TULOBUTEROL|TULOBUTEROL HCL|TULOBUTEROL HYDROCHLORIDE"";""Small molecule"";""4.0"";""227.74"";""12"";""27"";""2.76"";""32.26"";""2"";""2"";""0"";""3"";""Y"";""0.83"";""13.90"";""9.55"";""2.56"";""0.44"";""1"";""MOL"";""0"";""15"";""2"";""2"";""0"";""227.1077"";""-0.66"";""BASE"";""C12H18ClNO"";""CC(C)(C)NCC(O)c1ccccc1Cl"";""YREYLAVBNPACJM-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2368861;""BUPRENORPHINE HYDROCHLORIDE"";""ANORFIN|BELBUCA|BUPREDERM|BUPRENORPHINE HCL|BUPRENORPHINE HYDROCHLORIDE|BUPRENORPHINE HYDROCHLORIDE CIII|BUPREX|Buprenex|CL 112","302|CL-112302|ESPRANOR|FINIBRON|GABUP|LEPETAN|M-6029|NATZON|NIH 8805|NIH-8805|NOPAN|PREFIBIN|PROBUPHINE|RX 6029-M HCL|RX-6029-M HCL|SCH-028444|Subutex|UM 952|UM-952|VETERGESIC"";""Small molecule"";""4.0"";""504.11"";""5"";""8"";""4.41"";""62.16"";""5"";""2"";""0"";""4"";""N"";""0.69"";""10.42"";""9.63"";""3.55"";""1.61"";""1"";""MOL"";""0"";""34"";""5"";""2"";""0"";""467.3036"";""1.56"";""BASE"";""C29H42ClNO4"";""CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl"";""UAIXRPCCYXNJMQ-HPRIMLMLSA-N""",,,,,,,,,,,,
"CHEMBL95;""TACRINE"";""TACRINAL|TACRINE|Tacrine"";""Small molecule"";""4.0"";""198.27"";""250"";""3726"";""2.70"";""38.91"";""2"";""1"";""0"";""0"";""Y"";""0.71"";""None"";""8.95"";""2.63"";""1.25"";""2"";""MOL"";""0"";""15"";""2"";""2"";""0"";""198.1157"";""-0.67"";""BASE"";""C13H14N2"";""Nc1c2c(nc3ccccc13)CCCC2"";""YLJREFDVOIBQDA-UHFFFAOYSA-N""",,,,,,,,,,,,,
